,county,fips,state
1817,"Quay County, New Mexico",35037,New Mexico
1818,"Rio Arriba County, New Mexico",35039,New Mexico
1819,"Roosevelt County, New Mexico",35041,New Mexico
1820,"Sandoval County, New Mexico",35043,New Mexico
1821,"San Juan County, New Mexico",35045,New Mexico
1822,"San Miguel County, New Mexico",35047,New Mexico
1823,"Santa Fe County, New Mexico",35049,New Mexico
1824,"Sierra County, New Mexico",35051,New Mexico
1825,"Socorro County, New Mexico",35053,New Mexico
1826,"Taos County, New Mexico",35055,New Mexico
1827,"Torrance County, New Mexico",35057,New Mexico
1828,"Union County, New Mexico",35059,New Mexico
1829,"Valencia County, New Mexico",35061,New Mexico
1830,"Albany County, New York",36001,New York
1831,"Allegany County, New York",36003,New York
1832,"Bronx County, New York",36005,New York
1833,"Broome County, New York",36007,New York
1834,"Cattaraugus County, New York",36009,New York
1835,"Cayuga County, New York",36011,New York
1836,"Chautauqua County, New York",36013,New York
1837,"Chemung County, New York",36015,New York
1838,"Chenango County, New York",36017,New York
1839,"Clinton County, New York",36019,New York
1840,"Columbia County, New York",36021,New York
1841,"Cortland County, New York",36023,New York
1842,"Delaware County, New York",36025,New York
1843,"Dutchess County, New York",36027,New York
1844,"Erie County, New York",36029,New York
1845,"Essex County, New York",36031,New York
1846,"Franklin County, New York",36033,New York
1847,"Fulton County, New York",36035,New York
1848,"Genesee County, New York",36037,New York
1849,"Greene County, New York",36039,New York
1850,"Hamilton County, New York",36041,New York
1851,"Herkimer County, New York",36043,New York
1852,"Jefferson County, New York",36045,New York
1853,"Kings County, New York",36047,New York
1854,"Lewis County, New York",36049,New York
1855,"Livingston County, New York",36051,New York
1856,"Madison County, New York",36053,New York
1857,"Monroe County, New York",36055,New York
1858,"Montgomery County, New York",36057,New York
1859,"Nassau County, New York",36059,New York
1860,"New York County, New York",36061,New York
1861,"Niagara County, New York",36063,New York
1862,"Oneida County, New York",36065,New York
1863,"Onondaga County, New York",36067,New York
1864,"Ontario County, New York",36069,New York
1865,"Orange County, New York",36071,New York
1866,"Orleans County, New York",36073,New York
1867,"Oswego County, New York",36075,New York
1868,"Otsego County, New York",36077,New York
1869,"Putnam County, New York",36079,New York
1870,"Queens County, New York",36081,New York
1871,"Rensselaer County, New York",36083,New York
1872,"Richmond County, New York",36085,New York
1873,"Rockland County, New York",36087,New York
1874,"St. Lawrence County, New York",36089,New York
1875,"Saratoga County, New York",36091,New York
1876,"Schenectady County, New York",36093,New York
1877,"Schoharie County, New York",36095,New York
1878,"Schuyler County, New York",36097,New York
1879,"Seneca County, New York",36099,New York
1880,"Steuben County, New York",36101,New York
1881,"Suffolk County, New York",36103,New York
1882,"Sullivan County, New York",36105,New York
1883,"Tioga County, New York",36107,New York
1884,"Tompkins County, New York",36109,New York
1885,"Ulster County, New York",36111,New York
1886,"Warren County, New York",36113,New York
1887,"Washington County, New York",36115,New York
1888,"Wayne County, New York",36117,New York
1889,"Westchester County, New York",36119,New York
1890,"Wyoming County, New York",36121,New York
1891,"Yates County, New York",36123,New York
1892,"Alamance County, North Carolina",37001,North Carolina
1893,"Alexander County, North Carolina",37003,North Carolina
1894,"Alleghany County, North Carolina",37005,North Carolina
1895,"Anson County, North Carolina",37007,North Carolina
1896,"Ashe County, North Carolina",37009,North Carolina
1897,"Avery County, North Carolina",37011,North Carolina
1898,"Beaufort County, North Carolina",37013,North Carolina
1899,"Bertie County, North Carolina",37015,North Carolina
1900,"Bladen County, North Carolina",37017,North Carolina
1901,"Brunswick County, North Carolina",37019,North Carolina
1902,"Buncombe County, North Carolina",37021,North Carolina
1903,"Burke County, North Carolina",37023,North Carolina
1904,"Cabarrus County, North Carolina",37025,North Carolina
1905,"Caldwell County, North Carolina",37027,North Carolina
1906,"Camden County, North Carolina",37029,North Carolina
1907,"Carteret County, North Carolina",37031,North Carolina
1908,"Caswell County, North Carolina",37033,North Carolina
1909,"Catawba County, North Carolina",37035,North Carolina
1910,"Chatham County, North Carolina",37037,North Carolina
1911,"Cherokee County, North Carolina",37039,North Carolina
1912,"Chowan County, North Carolina",37041,North Carolina
1913,"Clay County, North Carolina",37043,North Carolina
1914,"Cleveland County, North Carolina",37045,North Carolina
1915,"Columbus County, North Carolina",37047,North Carolina
1916,"Craven County, North Carolina",37049,North Carolina
1917,"Cumberland County, North Carolina",37051,North Carolina
1918,"Currituck County, North Carolina",37053,North Carolina
1919,"Dare County, North Carolina",37055,North Carolina
1920,"Davidson County, North Carolina",37057,North Carolina
1921,"Davie County, North Carolina",37059,North Carolina
1922,"Duplin County, North Carolina",37061,North Carolina
1923,"Durham County, North Carolina",37063,North Carolina
1924,"Edgecombe County, North Carolina",37065,North Carolina
1925,"Forsyth County, North Carolina",37067,North Carolina
1926,"Franklin County, North Carolina",37069,North Carolina
1927,"Gaston County, North Carolina",37071,North Carolina
1928,"Gates County, North Carolina",37073,North Carolina
1929,"Graham County, North Carolina",37075,North Carolina
1930,"Granville County, North Carolina",37077,North Carolina
1931,"Greene County, North Carolina",37079,North Carolina
1932,"Guilford County, North Carolina",37081,North Carolina
1933,"Halifax County, North Carolina",37083,North Carolina
1934,"Harnett County, North Carolina",37085,North Carolina
1935,"Haywood County, North Carolina",37087,North Carolina
1936,"Henderson County, North Carolina",37089,North Carolina
1937,"Hertford County, North Carolina",37091,North Carolina
1938,"Hoke County, North Carolina",37093,North Carolina
1939,"Hyde County, North Carolina",37095,North Carolina
1940,"Iredell County, North Carolina",37097,North Carolina
1941,"Jackson County, North Carolina",37099,North Carolina
1942,"Johnston County, North Carolina",37101,North Carolina
1943,"Jones County, North Carolina",37103,North Carolina
1944,"Lee County, North Carolina",37105,North Carolina
1945,"Lenoir County, North Carolina",37107,North Carolina
1946,"Lincoln County, North Carolina",37109,North Carolina
1947,"McDowell County, North Carolina",37111,North Carolina
1948,"Macon County, North Carolina",37113,North Carolina
1949,"Madison County, North Carolina",37115,North Carolina
1950,"Martin County, North Carolina",37117,North Carolina
1951,"Mecklenburg County, North Carolina",37119,North Carolina
1952,"Mitchell County, North Carolina",37121,North Carolina
1953,"Montgomery County, North Carolina",37123,North Carolina
1954,"Moore County, North Carolina",37125,North Carolina
1955,"Nash County, North Carolina",37127,North Carolina
1956,"New Hanover County, North Carolina",37129,North Carolina
1957,"Northampton County, North Carolina",37131,North Carolina
1958,"Onslow County, North Carolina",37133,North Carolina
1959,"Orange County, North Carolina",37135,North Carolina
1960,"Pamlico County, North Carolina",37137,North Carolina
1961,"Pasquotank County, North Carolina",37139,North Carolina
1962,"Pender County, North Carolina",37141,North Carolina
1963,"Perquimans County, North Carolina",37143,North Carolina
1964,"Person County, North Carolina",37145,North Carolina
1965,"Pitt County, North Carolina",37147,North Carolina
1966,"Polk County, North Carolina",37149,North Carolina
1967,"Randolph County, North Carolina",37151,North Carolina
1968,"Richmond County, North Carolina",37153,North Carolina
1969,"Robeson County, North Carolina",37155,North Carolina
1970,"Rockingham County, North Carolina",37157,North Carolina
1971,"Rowan County, North Carolina",37159,North Carolina
1972,"Rutherford County, North Carolina",37161,North Carolina
1973,"Sampson County, North Carolina",37163,North Carolina
1974,"Scotland County, North Carolina",37165,North Carolina
1975,"Stanly County, North Carolina",37167,North Carolina
1976,"Stokes County, North Carolina",37169,North Carolina
1977,"Surry County, North Carolina",37171,North Carolina
1978,"Swain County, North Carolina",37173,North Carolina
1979,"Transylvania County, North Carolina",37175,North Carolina
1980,"Tyrrell County, North Carolina",37177,North Carolina
1981,"Union County, North Carolina",37179,North Carolina
1982,"Vance County, North Carolina",37181,North Carolina
1983,"Wake County, North Carolina",37183,North Carolina
1984,"Warren County, North Carolina",37185,North Carolina
1985,"Washington County, North Carolina",37187,North Carolina
1986,"Watauga County, North Carolina",37189,North Carolina
1987,"Wayne County, North Carolina",37191,North Carolina
1988,"Wilkes County, North Carolina",37193,North Carolina
1989,"Wilson County, North Carolina",37195,North Carolina
1990,"Yadkin County, North Carolina",37197,North Carolina
1991,"Yancey County, North Carolina",37199,North Carolina
1992,"Adams County, North Dakota",38001,North Dakota
1993,"Barnes County, North Dakota",38003,North Dakota
1994,"Benson County, North Dakota",38005,North Dakota
1995,"Billings County, North Dakota",38007,North Dakota
1996,"Bottineau County, North Dakota",38009,North Dakota
1997,"Bowman County, North Dakota",38011,North Dakota
1998,"Burke County, North Dakota",38013,North Dakota
1999,"Burleigh County, North Dakota",38015,North Dakota
2000,"Cass County, North Dakota",38017,North Dakota
2001,"Cavalier County, North Dakota",38019,North Dakota
2002,"Dickey County, North Dakota",38021,North Dakota
2003,"Divide County, North Dakota",38023,North Dakota
2004,"Dunn County, North Dakota",38025,North Dakota
2005,"Eddy County, North Dakota",38027,North Dakota
2006,"Emmons County, North Dakota",38029,North Dakota
2007,"Foster County, North Dakota",38031,North Dakota
2008,"Golden Valley County, North Dakota",38033,North Dakota
2009,"Grand Forks County, North Dakota",38035,North Dakota
2010,"Grant County, North Dakota",38037,North Dakota
2011,"Griggs County, North Dakota",38039,North Dakota
2012,"Hettinger County, North Dakota",38041,North Dakota
2013,"Kidder County, North Dakota",38043,North Dakota
2014,"LaMoure County, North Dakota",38045,North Dakota
2015,"Logan County, North Dakota",38047,North Dakota
2016,"McHenry County, North Dakota",38049,North Dakota
2017,"McIntosh County, North Dakota",38051,North Dakota
2018,"McKenzie County, North Dakota",38053,North Dakota
2019,"McLean County, North Dakota",38055,North Dakota
2020,"Mercer County, North Dakota",38057,North Dakota
2021,"Morton County, North Dakota",38059,North Dakota
2022,"Mountrail County, North Dakota",38061,North Dakota
2023,"Nelson County, North Dakota",38063,North Dakota
2024,"Oliver County, North Dakota",38065,North Dakota
2025,"Pembina County, North Dakota",38067,North Dakota
2026,"Pierce County, North Dakota",38069,North Dakota
2027,"Ramsey County, North Dakota",38071,North Dakota
2028,"Ransom County, North Dakota",38073,North Dakota
2029,"Renville County, North Dakota",38075,North Dakota
2030,"Richland County, North Dakota",38077,North Dakota
2031,"Rolette County, North Dakota",38079,North Dakota
2032,"Sargent County, North Dakota",38081,North Dakota
2033,"Sheridan County, North Dakota",38083,North Dakota
2034,"Sioux County, North Dakota",38085,North Dakota
2035,"Slope County, North Dakota",38087,North Dakota
2036,"Stark County, North Dakota",38089,North Dakota
2037,"Steele County, North Dakota",38091,North Dakota
2038,"Stutsman County, North Dakota",38093,North Dakota
2039,"Towner County, North Dakota",38095,North Dakota
2040,"Traill County, North Dakota",38097,North Dakota
2041,"Walsh County, North Dakota",38099,North Dakota
2042,"Ward County, North Dakota",38101,North Dakota
2043,"Wells County, North Dakota",38103,North Dakota
2044,"Williams County, North Dakota",38105,North Dakota
2045,"Adams County, Ohio",39001,Ohio
2046,"Allen County, Ohio",39003,Ohio
2047,"Ashland County, Ohio",39005,Ohio
2048,"Ashtabula County, Ohio",39007,Ohio
2049,"Athens County, Ohio",39009,Ohio
2050,"Auglaize County, Ohio",39011,Ohio
2051,"Belmont County, Ohio",39013,Ohio
2052,"Brown County, Ohio",39015,Ohio
2053,"Butler County, Ohio",39017,Ohio
2054,"Carroll County, Ohio",39019,Ohio
2055,"Champaign County, Ohio",39021,Ohio
2056,"Clark County, Ohio",39023,Ohio
2057,"Clermont County, Ohio",39025,Ohio
2058,"Clinton County, Ohio",39027,Ohio
2059,"Columbiana County, Ohio",39029,Ohio
2060,"Coshocton County, Ohio",39031,Ohio
2061,"Crawford County, Ohio",39033,Ohio
2062,"Cuyahoga County, Ohio",39035,Ohio
2063,"Darke County, Ohio",39037,Ohio
2064,"Defiance County, Ohio",39039,Ohio
2065,"Delaware County, Ohio",39041,Ohio
2066,"Erie County, Ohio",39043,Ohio
2067,"Fairfield County, Ohio",39045,Ohio
2068,"Fayette County, Ohio",39047,Ohio
2069,"Franklin County, Ohio",39049,Ohio
2070,"Fulton County, Ohio",39051,Ohio
2071,"Gallia County, Ohio",39053,Ohio
2072,"Geauga County, Ohio",39055,Ohio
2073,"Greene County, Ohio",39057,Ohio
2074,"Guernsey County, Ohio",39059,Ohio
2075,"Hamilton County, Ohio",39061,Ohio
2076,"Hancock County, Ohio",39063,Ohio
2077,"Hardin County, Ohio",39065,Ohio
2078,"Harrison County, Ohio",39067,Ohio
2079,"Henry County, Ohio",39069,Ohio
2080,"Highland County, Ohio",39071,Ohio
2081,"Hocking County, Ohio",39073,Ohio
2082,"Holmes County, Ohio",39075,Ohio
2083,"Huron County, Ohio",39077,Ohio
2084,"Jackson County, Ohio",39079,Ohio
2085,"Jefferson County, Ohio",39081,Ohio
2086,"Knox County, Ohio",39083,Ohio
2087,"Lake County, Ohio",39085,Ohio
2088,"Lawrence County, Ohio",39087,Ohio
2089,"Licking County, Ohio",39089,Ohio
2090,"Logan County, Ohio",39091,Ohio
2091,"Lorain County, Ohio",39093,Ohio
2092,"Lucas County, Ohio",39095,Ohio
2093,"Madison County, Ohio",39097,Ohio
2094,"Mahoning County, Ohio",39099,Ohio
2095,"Marion County, Ohio",39101,Ohio
2096,"Medina County, Ohio",39103,Ohio
2097,"Meigs County, Ohio",39105,Ohio
2098,"Mercer County, Ohio",39107,Ohio
2099,"Miami County, Ohio",39109,Ohio
2100,"Monroe County, Ohio",39111,Ohio
2101,"Montgomery County, Ohio",39113,Ohio
2102,"Morgan County, Ohio",39115,Ohio
2103,"Morrow County, Ohio",39117,Ohio
2104,"Muskingum County, Ohio",39119,Ohio
2105,"Noble County, Ohio",39121,Ohio
2106,"Ottawa County, Ohio",39123,Ohio
2107,"Paulding County, Ohio",39125,Ohio
2108,"Perry County, Ohio",39127,Ohio
2109,"Pickaway County, Ohio",39129,Ohio
2110,"Pike County, Ohio",39131,Ohio
2111,"Portage County, Ohio",39133,Ohio
2112,"Preble County, Ohio",39135,Ohio
2113,"Putnam County, Ohio",39137,Ohio
2114,"Richland County, Ohio",39139,Ohio
2115,"Ross County, Ohio",39141,Ohio
2116,"Sandusky County, Ohio",39143,Ohio
2117,"Scioto County, Ohio",39145,Ohio
2118,"Seneca County, Ohio",39147,Ohio
2119,"Shelby County, Ohio",39149,Ohio
2120,"Stark County, Ohio",39151,Ohio
2121,"Summit County, Ohio",39153,Ohio
2122,"Trumbull County, Ohio",39155,Ohio
2123,"Tuscarawas County, Ohio",39157,Ohio
2124,"Union County, Ohio",39159,Ohio
2125,"Van Wert County, Ohio",39161,Ohio
2126,"Vinton County, Ohio",39163,Ohio
2127,"Warren County, Ohio",39165,Ohio
2128,"Washington County, Ohio",39167,Ohio
2129,"Wayne County, Ohio",39169,Ohio
2130,"Williams County, Ohio",39171,Ohio
2131,"Wood County, Ohio",39173,Ohio
2132,"Wyandot County, Ohio",39175,Ohio
2133,"Adair County, Oklahoma",40001,Oklahoma
2134,"Alfalfa County, Oklahoma",40003,Oklahoma
2135,"Atoka County, Oklahoma",40005,Oklahoma
2136,"Beaver County, Oklahoma",40007,Oklahoma
2137,"Beckham County, Oklahoma",40009,Oklahoma
2138,"Blaine County, Oklahoma",40011,Oklahoma
2139,"Bryan County, Oklahoma",40013,Oklahoma
2140,"Caddo County, Oklahoma",40015,Oklahoma
2141,"Canadian County, Oklahoma",40017,Oklahoma
2142,"Carter County, Oklahoma",40019,Oklahoma
2143,"Cherokee County, Oklahoma",40021,Oklahoma
2144,"Choctaw County, Oklahoma",40023,Oklahoma
2145,"Cimarron County, Oklahoma",40025,Oklahoma
2146,"Cleveland County, Oklahoma",40027,Oklahoma
2147,"Coal County, Oklahoma",40029,Oklahoma
2148,"Comanche County, Oklahoma",40031,Oklahoma
2149,"Cotton County, Oklahoma",40033,Oklahoma
2150,"Craig County, Oklahoma",40035,Oklahoma
2151,"Creek County, Oklahoma",40037,Oklahoma
2152,"Custer County, Oklahoma",40039,Oklahoma
2153,"Delaware County, Oklahoma",40041,Oklahoma
2154,"Dewey County, Oklahoma",40043,Oklahoma
2155,"Ellis County, Oklahoma",40045,Oklahoma
2156,"Garfield County, Oklahoma",40047,Oklahoma
2157,"Garvin County, Oklahoma",40049,Oklahoma
2158,"Grady County, Oklahoma",40051,Oklahoma
2159,"Grant County, Oklahoma",40053,Oklahoma
2160,"Greer County, Oklahoma",40055,Oklahoma
2161,"Harmon County, Oklahoma",40057,Oklahoma
2162,"Harper County, Oklahoma",40059,Oklahoma
2163,"Haskell County, Oklahoma",40061,Oklahoma
2164,"Hughes County, Oklahoma",40063,Oklahoma
2165,"Jackson County, Oklahoma",40065,Oklahoma
2166,"Jefferson County, Oklahoma",40067,Oklahoma
2167,"Johnston County, Oklahoma",40069,Oklahoma
2168,"Kay County, Oklahoma",40071,Oklahoma
2169,"Kingfisher County, Oklahoma",40073,Oklahoma
2170,"Kiowa County, Oklahoma",40075,Oklahoma
2171,"Latimer County, Oklahoma",40077,Oklahoma
2172,"Le Flore County, Oklahoma",40079,Oklahoma
2173,"Lincoln County, Oklahoma",40081,Oklahoma
2174,"Logan County, Oklahoma",40083,Oklahoma
2175,"Love County, Oklahoma",40085,Oklahoma
2176,"McClain County, Oklahoma",40087,Oklahoma
2177,"McCurtain County, Oklahoma",40089,Oklahoma
2178,"McIntosh County, Oklahoma",40091,Oklahoma
2179,"Major County, Oklahoma",40093,Oklahoma
2180,"Marshall County, Oklahoma",40095,Oklahoma
2181,"Mayes County, Oklahoma",40097,Oklahoma
2182,"Murray County, Oklahoma",40099,Oklahoma
2183,"Muskogee County, Oklahoma",40101,Oklahoma
2184,"Noble County, Oklahoma",40103,Oklahoma
2185,"Nowata County, Oklahoma",40105,Oklahoma
2186,"Okfuskee County, Oklahoma",40107,Oklahoma
2187,"Oklahoma County, Oklahoma",40109,Oklahoma
2188,"Okmulgee County, Oklahoma",40111,Oklahoma
2189,"Osage County, Oklahoma",40113,Oklahoma
2190,"Ottawa County, Oklahoma",40115,Oklahoma
2191,"Pawnee County, Oklahoma",40117,Oklahoma
2192,"Payne County, Oklahoma",40119,Oklahoma
2193,"Pittsburg County, Oklahoma",40121,Oklahoma
2194,"Pontotoc County, Oklahoma",40123,Oklahoma
2195,"Pottawatomie County, Oklahoma",40125,Oklahoma
2196,"Pushmataha County, Oklahoma",40127,Oklahoma
2197,"Roger Mills County, Oklahoma",40129,Oklahoma
2198,"Rogers County, Oklahoma",40131,Oklahoma
2199,"Seminole County, Oklahoma",40133,Oklahoma
2200,"Sequoyah County, Oklahoma",40135,Oklahoma
2201,"Stephens County, Oklahoma",40137,Oklahoma
2202,"Texas County, Oklahoma",40139,Oklahoma
2203,"Tillman County, Oklahoma",40141,Oklahoma
2204,"Tulsa County, Oklahoma",40143,Oklahoma
2205,"Wagoner County, Oklahoma",40145,Oklahoma
2206,"Washington County, Oklahoma",40147,Oklahoma
2207,"Washita County, Oklahoma",40149,Oklahoma
2208,"Woods County, Oklahoma",40151,Oklahoma
2209,"Woodward County, Oklahoma",40153,Oklahoma
2210,"Baker County, Oregon",41001,Oregon
2211,"Benton County, Oregon",41003,Oregon
2212,"Clackamas County, Oregon",41005,Oregon
2213,"Clatsop County, Oregon",41007,Oregon
2214,"Columbia County, Oregon",41009,Oregon
2215,"Coos County, Oregon",41011,Oregon
2216,"Crook County, Oregon",41013,Oregon
2217,"Curry County, Oregon",41015,Oregon
2218,"Deschutes County, Oregon",41017,Oregon
2219,"Douglas County, Oregon",41019,Oregon
2220,"Gilliam County, Oregon",41021,Oregon
2221,"Grant County, Oregon",41023,Oregon
2222,"Harney County, Oregon",41025,Oregon
2223,"Hood River County, Oregon",41027,Oregon
2224,"Jackson County, Oregon",41029,Oregon
2225,"Jefferson County, Oregon",41031,Oregon
2226,"Josephine County, Oregon",41033,Oregon
2227,"Klamath County, Oregon",41035,Oregon
2228,"Lake County, Oregon",41037,Oregon
2229,"Lane County, Oregon",41039,Oregon
2230,"Lincoln County, Oregon",41041,Oregon
2231,"Linn County, Oregon",41043,Oregon
2232,"Malheur County, Oregon",41045,Oregon
2233,"Marion County, Oregon",41047,Oregon
2234,"Morrow County, Oregon",41049,Oregon
2235,"Multnomah County, Oregon",41051,Oregon
2236,"Polk County, Oregon",41053,Oregon
2237,"Sherman County, Oregon",41055,Oregon
2238,"Tillamook County, Oregon",41057,Oregon
2239,"Umatilla County, Oregon",41059,Oregon
2240,"Union County, Oregon",41061,Oregon
2241,"Wallowa County, Oregon",41063,Oregon
2242,"Wasco County, Oregon",41065,Oregon
2243,"Washington County, Oregon",41067,Oregon
2244,"Wheeler County, Oregon",41069,Oregon
2245,"Yamhill County, Oregon",41071,Oregon
2246,"Adams County, Pennsylvania",42001,Pennsylvania
2247,"Allegheny County, Pennsylvania",42003,Pennsylvania
2248,"Armstrong County, Pennsylvania",42005,Pennsylvania
2249,"Beaver County, Pennsylvania",42007,Pennsylvania
2250,"Bedford County, Pennsylvania",42009,Pennsylvania
2251,"Berks County, Pennsylvania",42011,Pennsylvania
2252,"Blair County, Pennsylvania",42013,Pennsylvania
2253,"Bradford County, Pennsylvania",42015,Pennsylvania
2254,"Bucks County, Pennsylvania",42017,Pennsylvania
2255,"Butler County, Pennsylvania",42019,Pennsylvania
2256,"Cambria County, Pennsylvania",42021,Pennsylvania
2257,"Cameron County, Pennsylvania",42023,Pennsylvania
2258,"Carbon County, Pennsylvania",42025,Pennsylvania
2259,"Centre County, Pennsylvania",42027,Pennsylvania
2260,"Chester County, Pennsylvania",42029,Pennsylvania
2261,"Clarion County, Pennsylvania",42031,Pennsylvania
2262,"Clearfield County, Pennsylvania",42033,Pennsylvania
2263,"Clinton County, Pennsylvania",42035,Pennsylvania
2264,"Columbia County, Pennsylvania",42037,Pennsylvania
2265,"Crawford County, Pennsylvania",42039,Pennsylvania
2266,"Cumberland County, Pennsylvania",42041,Pennsylvania
2267,"Dauphin County, Pennsylvania",42043,Pennsylvania
2268,"Delaware County, Pennsylvania",42045,Pennsylvania
2269,"Elk County, Pennsylvania",42047,Pennsylvania
2270,"Erie County, Pennsylvania",42049,Pennsylvania
2271,"Fayette County, Pennsylvania",42051,Pennsylvania
2272,"Forest County, Pennsylvania",42053,Pennsylvania
2273,"Franklin County, Pennsylvania",42055,Pennsylvania
2274,"Fulton County, Pennsylvania",42057,Pennsylvania
2275,"Greene County, Pennsylvania",42059,Pennsylvania
2276,"Huntingdon County, Pennsylvania",42061,Pennsylvania
2277,"Indiana County, Pennsylvania",42063,Pennsylvania
2278,"Jefferson County, Pennsylvania",42065,Pennsylvania
2279,"Juniata County, Pennsylvania",42067,Pennsylvania
2280,"Lackawanna County, Pennsylvania",42069,Pennsylvania
2281,"Lancaster County, Pennsylvania",42071,Pennsylvania
2282,"Lawrence County, Pennsylvania",42073,Pennsylvania
2283,"Lebanon County, Pennsylvania",42075,Pennsylvania
2284,"Lehigh County, Pennsylvania",42077,Pennsylvania
2285,"Luzerne County, Pennsylvania",42079,Pennsylvania
2286,"Lycoming County, Pennsylvania",42081,Pennsylvania
2287,"McKean County, Pennsylvania",42083,Pennsylvania
2288,"Mercer County, Pennsylvania",42085,Pennsylvania
2289,"Mifflin County, Pennsylvania",42087,Pennsylvania
2290,"Monroe County, Pennsylvania",42089,Pennsylvania
2291,"Montgomery County, Pennsylvania",42091,Pennsylvania
2292,"Montour County, Pennsylvania",42093,Pennsylvania
2293,"Northampton County, Pennsylvania",42095,Pennsylvania
2294,"Northumberland County, Pennsylvania",42097,Pennsylvania
2295,"Perry County, Pennsylvania",42099,Pennsylvania
2296,"Philadelphia County, Pennsylvania",42101,Pennsylvania
2297,"Pike County, Pennsylvania",42103,Pennsylvania
2298,"Potter County, Pennsylvania",42105,Pennsylvania
2299,"Schuylkill County, Pennsylvania",42107,Pennsylvania
2300,"Snyder County, Pennsylvania",42109,Pennsylvania
2301,"Somerset County, Pennsylvania",42111,Pennsylvania
2302,"Sullivan County, Pennsylvania",42113,Pennsylvania
2303,"Susquehanna County, Pennsylvania",42115,Pennsylvania
2304,"Tioga County, Pennsylvania",42117,Pennsylvania
2305,"Union County, Pennsylvania",42119,Pennsylvania
2306,"Venango County, Pennsylvania",42121,Pennsylvania
2307,"Warren County, Pennsylvania",42123,Pennsylvania
2308,"Washington County, Pennsylvania",42125,Pennsylvania
2309,"Wayne County, Pennsylvania",42127,Pennsylvania
2310,"Westmoreland County, Pennsylvania",42129,Pennsylvania
2311,"Wyoming County, Pennsylvania",42131,Pennsylvania
2312,"York County, Pennsylvania",42133,Pennsylvania
2313,"Bristol County, Rhode Island",44001,Rhode Island
2314,"Kent County, Rhode Island",44003,Rhode Island
2315,"Newport County, Rhode Island",44005,Rhode Island
2316,"Providence County, Rhode Island",44007,Rhode Island
2317,"Washington County, Rhode Island",44009,Rhode Island
2318,"Abbeville County, South Carolina",45001,South Carolina
2319,"Aiken County, South Carolina",45003,South Carolina
2320,"Allendale County, South Carolina",45005,South Carolina
2321,"Anderson County, South Carolina",45007,South Carolina
2322,"Bamberg County, South Carolina",45009,South Carolina
