,county,fips,state
0,"Autauga County, Alabama",01001,Alabama
1,"Baldwin County, Alabama",01003,Alabama
2,"Barbour County, Alabama",01005,Alabama
3,"Bibb County, Alabama",01007,Alabama
4,"Blount County, Alabama",01009,Alabama
5,"Bullock County, Alabama",01011,Alabama
6,"Butler County, Alabama",01013,Alabama
7,"Calhoun County, Alabama",01015,Alabama
8,"Chambers County, Alabama",01017,Alabama
9,"Cherokee County, Alabama",01019,Alabama
10,"Chilton County, Alabama",01021,Alabama
11,"Choctaw County, Alabama",01023,Alabama
12,"Clarke County, Alabama",01025,Alabama
13,"Clay County, Alabama",01027,Alabama
14,"Cleburne County, Alabama",01029,Alabama
15,"Coffee County, Alabama",01031,Alabama
16,"Colbert County, Alabama",01033,Alabama
17,"Conecuh County, Alabama",01035,Alabama
18,"Coosa County, Alabama",01037,Alabama
19,"Covington County, Alabama",01039,Alabama
20,"Crenshaw County, Alabama",01041,Alabama
21,"Cullman County, Alabama",01043,Alabama
22,"Dale County, Alabama",01045,Alabama
23,"Dallas County, Alabama",01047,Alabama
24,"DeKalb County, Alabama",01049,Alabama
25,"Elmore County, Alabama",01051,Alabama
26,"Escambia County, Alabama",01053,Alabama
27,"Etowah County, Alabama",01055,Alabama
28,"Fayette County, Alabama",01057,Alabama
29,"Franklin County, Alabama",01059,Alabama
30,"Geneva County, Alabama",01061,Alabama
31,"Greene County, Alabama",01063,Alabama
32,"Hale County, Alabama",01065,Alabama
33,"Henry County, Alabama",01067,Alabama
34,"Houston County, Alabama",01069,Alabama
35,"Jackson County, Alabama",01071,Alabama
36,"Jefferson County, Alabama",01073,Alabama
37,"Lamar County, Alabama",01075,Alabama
38,"Lauderdale County, Alabama",01077,Alabama
39,"Lawrence County, Alabama",01079,Alabama
40,"Lee County, Alabama",01081,Alabama
41,"Limestone County, Alabama",01083,Alabama
42,"Lowndes County, Alabama",01085,Alabama
43,"Macon County, Alabama",01087,Alabama
44,"Madison County, Alabama",01089,Alabama
45,"Marengo County, Alabama",01091,Alabama
46,"Marion County, Alabama",01093,Alabama
47,"Marshall County, Alabama",01095,Alabama
48,"Mobile County, Alabama",01097,Alabama
49,"Monroe County, Alabama",01099,Alabama
50,"Montgomery County, Alabama",01101,Alabama
51,"Morgan County, Alabama",01103,Alabama
52,"Perry County, Alabama",01105,Alabama
53,"Pickens County, Alabama",01107,Alabama
54,"Pike County, Alabama",01109,Alabama
55,"Randolph County, Alabama",01111,Alabama
56,"Russell County, Alabama",01113,Alabama
57,"St. Clair County, Alabama",01115,Alabama
58,"Shelby County, Alabama",01117,Alabama
59,"Sumter County, Alabama",01119,Alabama
60,"Talladega County, Alabama",01121,Alabama
61,"Tallapoosa County, Alabama",01123,Alabama
62,"Tuscaloosa County, Alabama",01125,Alabama
63,"Walker County, Alabama",01127,Alabama
64,"Washington County, Alabama",01129,Alabama
65,"Wilcox County, Alabama",01131,Alabama
66,"Winston County, Alabama",01133,Alabama
67,"Aleutians East Borough, Alaska",02013,Alaska
68,"Aleutians West Census Area, Alaska",02016,Alaska
69,"Anchorage Municipality, Alaska",02020,Alaska
70,"Bethel Census Area, Alaska",02050,Alaska
71,"Bristol Bay Borough, Alaska",02060,Alaska
72,"Chugach Census Area, Alaska",02063,Alaska
73,"Copper River Census Area, Alaska",02066,Alaska
74,"Denali Borough, Alaska",02068,Alaska
75,"Dillingham Census Area, Alaska",02070,Alaska
76,"Fairbanks North Star Borough, Alaska",02090,Alaska
77,"Haines Borough, Alaska",02100,Alaska
78,"Hoonah-Angoon Census Area, Alaska",02105,Alaska
79,"Juneau City and Borough, Alaska",02110,Alaska
80,"Kenai Peninsula Borough, Alaska",02122,Alaska
81,"Ketchikan Gateway Borough, Alaska",02130,Alaska
82,"Kodiak Island Borough, Alaska",02150,Alaska
83,"Kusilvak Census Area, Alaska",02158,Alaska
84,"Lake and Peninsula Borough, Alaska",02164,Alaska
85,"Matanuska-Susitna Borough, Alaska",02170,Alaska
86,"Nome Census Area, Alaska",02180,Alaska
87,"North Slope Borough, Alaska",02185,Alaska
88,"Northwest Arctic Borough, Alaska",02188,Alaska
89,"Petersburg Borough, Alaska",02195,Alaska
90,"Prince of Wales-Hyder Census Area, Alaska",02198,Alaska
91,"Sitka City and Borough, Alaska",02220,Alaska
92,"Skagway Municipality, Alaska",02230,Alaska
93,"Southeast Fairbanks Census Area, Alaska",02240,Alaska
94,"Wrangell City and Borough, Alaska",02275,Alaska
95,"Yakutat City and Borough, Alaska",02282,Alaska
96,"Yukon-Koyukuk Census Area, Alaska",02290,Alaska
97,"Apache County, Arizona",04001,Arizona
98,"Cochise County, Arizona",04003,Arizona
99,"Coconino County, Arizona",04005,Arizona
100,"Gila County, Arizona",04007,Arizona
101,"Graham County, Arizona",04009,Arizona
102,"Greenlee County, Arizona",04011,Arizona
103,"La Paz County, Arizona",04012,Arizona
104,"Maricopa County, Arizona",04013,Arizona
105,"Mohave County, Arizona",04015,Arizona
106,"Navajo County, Arizona",04017,Arizona
107,"Pima County, Arizona",04019,Arizona
108,"Pinal County, Arizona",04021,Arizona
109,"Santa Cruz County, Arizona",04023,Arizona
110,"Yavapai County, Arizona",04025,Arizona
111,"Yuma County, Arizona",04027,Arizona
112,"Arkansas County, Arkansas",05001,Arkansas
113,"Ashley County, Arkansas",05003,Arkansas
114,"Baxter County, Arkansas",05005,Arkansas
115,"Benton County, Arkansas",05007,Arkansas
116,"Boone County, Arkansas",05009,Arkansas
117,"Bradley County, Arkansas",05011,Arkansas
118,"Calhoun County, Arkansas",05013,Arkansas
119,"Carroll County, Arkansas",05015,Arkansas
120,"Chicot County, Arkansas",05017,Arkansas
121,"Clark County, Arkansas",05019,Arkansas
122,"Clay County, Arkansas",05021,Arkansas
123,"Cleburne County, Arkansas",05023,Arkansas
124,"Cleveland County, Arkansas",05025,Arkansas
125,"Columbia County, Arkansas",05027,Arkansas
126,"Conway County, Arkansas",05029,Arkansas
127,"Craighead County, Arkansas",05031,Arkansas
128,"Crawford County, Arkansas",05033,Arkansas
129,"Crittenden County, Arkansas",05035,Arkansas
130,"Cross County, Arkansas",05037,Arkansas
131,"Dallas County, Arkansas",05039,Arkansas
132,"Desha County, Arkansas",05041,Arkansas
133,"Drew County, Arkansas",05043,Arkansas
134,"Faulkner County, Arkansas",05045,Arkansas
135,"Franklin County, Arkansas",05047,Arkansas
136,"Fulton County, Arkansas",05049,Arkansas
137,"Garland County, Arkansas",05051,Arkansas
138,"Grant County, Arkansas",05053,Arkansas
139,"Greene County, Arkansas",05055,Arkansas
140,"Hempstead County, Arkansas",05057,Arkansas
141,"Hot Spring County, Arkansas",05059,Arkansas
142,"Howard County, Arkansas",05061,Arkansas
143,"Independence County, Arkansas",05063,Arkansas
144,"Izard County, Arkansas",05065,Arkansas
145,"Jackson County, Arkansas",05067,Arkansas
146,"Jefferson County, Arkansas",05069,Arkansas
147,"Johnson County, Arkansas",05071,Arkansas
148,"Lafayette County, Arkansas",05073,Arkansas
149,"Lawrence County, Arkansas",05075,Arkansas
150,"Lee County, Arkansas",05077,Arkansas
151,"Lincoln County, Arkansas",05079,Arkansas
152,"Little River County, Arkansas",05081,Arkansas
153,"Logan County, Arkansas",05083,Arkansas
154,"Lonoke County, Arkansas",05085,Arkansas
155,"Madison County, Arkansas",05087,Arkansas
156,"Marion County, Arkansas",05089,Arkansas
157,"Miller County, Arkansas",05091,Arkansas
158,"Mississippi County, Arkansas",05093,Arkansas
159,"Monroe County, Arkansas",05095,Arkansas
160,"Montgomery County, Arkansas",05097,Arkansas
161,"Nevada County, Arkansas",05099,Arkansas
162,"Newton County, Arkansas",05101,Arkansas
163,"Ouachita County, Arkansas",05103,Arkansas
164,"Perry County, Arkansas",05105,Arkansas
165,"Phillips County, Arkansas",05107,Arkansas
166,"Pike County, Arkansas",05109,Arkansas
167,"Poinsett County, Arkansas",05111,Arkansas
168,"Polk County, Arkansas",05113,Arkansas
169,"Pope County, Arkansas",05115,Arkansas
170,"Prairie County, Arkansas",05117,Arkansas
171,"Pulaski County, Arkansas",05119,Arkansas
172,"Randolph County, Arkansas",05121,Arkansas
173,"St. Francis County, Arkansas",05123,Arkansas
174,"Saline County, Arkansas",05125,Arkansas
175,"Scott County, Arkansas",05127,Arkansas
176,"Searcy County, Arkansas",05129,Arkansas
177,"Sebastian County, Arkansas",05131,Arkansas
178,"Sevier County, Arkansas",05133,Arkansas
179,"Sharp County, Arkansas",05135,Arkansas
180,"Stone County, Arkansas",05137,Arkansas
181,"Union County, Arkansas",05139,Arkansas
182,"Van Buren County, Arkansas",05141,Arkansas
183,"Washington County, Arkansas",05143,Arkansas
184,"White County, Arkansas",05145,Arkansas
185,"Woodruff County, Arkansas",05147,Arkansas
186,"Yell County, Arkansas",05149,Arkansas
187,"Alameda County, California",06001,California
188,"Alpine County, California",06003,California
189,"Amador County, California",06005,California
190,"Butte County, California",06007,California
191,"Calaveras County, California",06009,California
192,"Colusa County, California",06011,California
193,"Contra Costa County, California",06013,California
194,"Del Norte County, California",06015,California
195,"El Dorado County, California",06017,California
196,"Fresno County, California",06019,California
197,"Glenn County, California",06021,California
198,"Humboldt County, California",06023,California
199,"Imperial County, California",06025,California
200,"Inyo County, California",06027,California
201,"Kern County, California",06029,California
202,"Kings County, California",06031,California
203,"Lake County, California",06033,California
204,"Lassen County, California",06035,California
205,"Los Angeles County, California",06037,California
206,"Madera County, California",06039,California
207,"Marin County, California",06041,California
208,"Mariposa County, California",06043,California
209,"Mendocino County, California",06045,California
210,"Merced County, California",06047,California
211,"Modoc County, California",06049,California
212,"Mono County, California",06051,California
213,"Monterey County, California",06053,California
214,"Napa County, California",06055,California
215,"Nevada County, California",06057,California
216,"Orange County, California",06059,California
217,"Placer County, California",06061,California
218,"Plumas County, California",06063,California
219,"Riverside County, California",06065,California
220,"Sacramento County, California",06067,California
221,"San Benito County, California",06069,California
222,"San Bernardino County, California",06071,California
223,"San Diego County, California",06073,California
224,"San Francisco County, California",06075,California
225,"San Joaquin County, California",06077,California
226,"San Luis Obispo County, California",06079,California
227,"San Mateo County, California",06081,California
228,"Santa Barbara County, California",06083,California
229,"Santa Clara County, California",06085,California
230,"Santa Cruz County, California",06087,California
231,"Shasta County, California",06089,California
232,"Sierra County, California",06091,California
233,"Siskiyou County, California",06093,California
234,"Solano County, California",06095,California
235,"Sonoma County, California",06097,California
236,"Stanislaus County, California",06099,California
237,"Sutter County, California",06101,California
238,"Tehama County, California",06103,California
239,"Trinity County, California",06105,California
240,"Tulare County, California",06107,California
241,"Tuolumne County, California",06109,California
242,"Ventura County, California",06111,California
243,"Yolo County, California",06113,California
244,"Yuba County, California",06115,California
245,"Adams County, Colorado",08001,Colorado
246,"Alamosa County, Colorado",08003,Colorado
247,"Arapahoe County, Colorado",08005,Colorado
248,"Archuleta County, Colorado",08007,Colorado
249,"Baca County, Colorado",08009,Colorado
250,"Bent County, Colorado",08011,Colorado
251,"Boulder County, Colorado",08013,Colorado
252,"Broomfield County, Colorado",08014,Colorado
253,"Chaffee County, Colorado",08015,Colorado
254,"Cheyenne County, Colorado",08017,Colorado
255,"Clear Creek County, Colorado",08019,Colorado
256,"Conejos County, Colorado",08021,Colorado
257,"Costilla County, Colorado",08023,Colorado
258,"Crowley County, Colorado",08025,Colorado
259,"Custer County, Colorado",08027,Colorado
260,"Delta County, Colorado",08029,Colorado
261,"Denver County, Colorado",08031,Colorado
262,"Dolores County, Colorado",08033,Colorado
263,"Douglas County, Colorado",08035,Colorado
264,"Eagle County, Colorado",08037,Colorado
265,"Elbert County, Colorado",08039,Colorado
266,"El Paso County, Colorado",08041,Colorado
267,"Fremont County, Colorado",08043,Colorado
268,"Garfield County, Colorado",08045,Colorado
269,"Gilpin County, Colorado",08047,Colorado
270,"Grand County, Colorado",08049,Colorado
271,"Gunnison County, Colorado",08051,Colorado
272,"Hinsdale County, Colorado",08053,Colorado
273,"Huerfano County, Colorado",08055,Colorado
274,"Jackson County, Colorado",08057,Colorado
275,"Jefferson County, Colorado",08059,Colorado
276,"Kiowa County, Colorado",08061,Colorado
277,"Kit Carson County, Colorado",08063,Colorado
278,"Lake County, Colorado",08065,Colorado
279,"La Plata County, Colorado",08067,Colorado
280,"Larimer County, Colorado",08069,Colorado
281,"Las Animas County, Colorado",08071,Colorado
282,"Lincoln County, Colorado",08073,Colorado
283,"Logan County, Colorado",08075,Colorado
284,"Mesa County, Colorado",08077,Colorado
285,"Mineral County, Colorado",08079,Colorado
286,"Moffat County, Colorado",08081,Colorado
287,"Montezuma County, Colorado",08083,Colorado
288,"Montrose County, Colorado",08085,Colorado
289,"Morgan County, Colorado",08087,Colorado
290,"Otero County, Colorado",08089,Colorado
291,"Ouray County, Colorado",08091,Colorado
292,"Park County, Colorado",08093,Colorado
293,"Phillips County, Colorado",08095,Colorado
294,"Pitkin County, Colorado",08097,Colorado
295,"Prowers County, Colorado",08099,Colorado
296,"Pueblo County, Colorado",08101,Colorado
297,"Rio Blanco County, Colorado",08103,Colorado
298,"Rio Grande County, Colorado",08105,Colorado
299,"Routt County, Colorado",08107,Colorado
300,"Saguache County, Colorado",08109,Colorado
301,"San Juan County, Colorado",08111,Colorado
302,"San Miguel County, Colorado",08113,Colorado
303,"Sedgwick County, Colorado",08115,Colorado
304,"Summit County, Colorado",08117,Colorado
305,"Teller County, Colorado",08119,Colorado
306,"Washington County, Colorado",08121,Colorado
307,"Weld County, Colorado",08123,Colorado
308,"Yuma County, Colorado",08125,Colorado
309,"Capitol Planning Region, Connecticut",09110,Connecticut
310,"Greater Bridgeport Planning Region, Connecticut",09120,Connecticut
311,"Lower Connecticut River Valley Planning Region, Connecticut",09130,Connecticut
312,"Naugatuck Valley Planning Region, Connecticut",09140,Connecticut
313,"Northeastern Connecticut Planning Region, Connecticut",09150,Connecticut
314,"Northwest Hills Planning Region, Connecticut",09160,Connecticut
315,"South Central Connecticut Planning Region, Connecticut",09170,Connecticut
316,"Southeastern Connecticut Planning Region, Connecticut",09180,Connecticut
317,"Western Connecticut Planning Region, Connecticut",09190,Connecticut
318,"Kent County, Delaware",10001,Delaware
319,"New Castle County, Delaware",10003,Delaware
320,"Sussex County, Delaware",10005,Delaware
321,"District of Columbia, District of Columbia",11001,District of Columbia
322,"Alachua County, Florida",12001,Florida
323,"Baker County, Florida",12003,Florida
324,"Bay County, Florida",12005,Florida
325,"Bradford County, Florida",12007,Florida
326,"Brevard County, Florida",12009,Florida
327,"Broward County, Florida",12011,Florida
328,"Calhoun County, Florida",12013,Florida
329,"Charlotte County, Florida",12015,Florida
330,"Citrus County, Florida",12017,Florida
331,"Clay County, Florida",12019,Florida
332,"Collier County, Florida",12021,Florida
333,"Columbia County, Florida",12023,Florida
334,"DeSoto County, Florida",12027,Florida
335,"Dixie County, Florida",12029,Florida
336,"Duval County, Florida",12031,Florida
337,"Escambia County, Florida",12033,Florida
338,"Flagler County, Florida",12035,Florida
339,"Franklin County, Florida",12037,Florida
340,"Gadsden County, Florida",12039,Florida
341,"Gilchrist County, Florida",12041,Florida
342,"Glades County, Florida",12043,Florida
343,"Gulf County, Florida",12045,Florida
344,"Hamilton County, Florida",12047,Florida
345,"Hardee County, Florida",12049,Florida
346,"Hendry County, Florida",12051,Florida
347,"Hernando County, Florida",12053,Florida
348,"Highlands County, Florida",12055,Florida
349,"Hillsborough County, Florida",12057,Florida
350,"Holmes County, Florida",12059,Florida
351,"Indian River County, Florida",12061,Florida
352,"Jackson County, Florida",12063,Florida
353,"Jefferson County, Florida",12065,Florida
354,"Lafayette County, Florida",12067,Florida
355,"Lake County, Florida",12069,Florida
356,"Lee County, Florida",12071,Florida
357,"Leon County, Florida",12073,Florida
358,"Levy County, Florida",12075,Florida
359,"Liberty County, Florida",12077,Florida
360,"Madison County, Florida",12079,Florida
361,"Manatee County, Florida",12081,Florida
362,"Marion County, Florida",12083,Florida
363,"Martin County, Florida",12085,Florida
364,"Miami-Dade County, Florida",12086,Florida
365,"Monroe County, Florida",12087,Florida
366,"Nassau County, Florida",12089,Florida
367,"Okaloosa County, Florida",12091,Florida
368,"Okeechobee County, Florida",12093,Florida
369,"Orange County, Florida",12095,Florida
370,"Osceola County, Florida",12097,Florida
371,"Palm Beach County, Florida",12099,Florida
372,"Pasco County, Florida",12101,Florida
373,"Pinellas County, Florida",12103,Florida
374,"Polk County, Florida",12105,Florida
375,"Putnam County, Florida",12107,Florida
376,"St. Johns County, Florida",12109,Florida
377,"St. Lucie County, Florida",12111,Florida
378,"Santa Rosa County, Florida",12113,Florida
379,"Sarasota County, Florida",12115,Florida
380,"Seminole County, Florida",12117,Florida
381,"Sumter County, Florida",12119,Florida
382,"Suwannee County, Florida",12121,Florida
383,"Taylor County, Florida",12123,Florida
384,"Union County, Florida",12125,Florida
385,"Volusia County, Florida",12127,Florida
386,"Wakulla County, Florida",12129,Florida
387,"Walton County, Florida",12131,Florida
388,"Washington County, Florida",12133,Florida
389,"Appling County, Georgia",13001,Georgia
390,"Atkinson County, Georgia",13003,Georgia
391,"Bacon County, Georgia",13005,Georgia
392,"Baker County, Georgia",13007,Georgia
393,"Baldwin County, Georgia",13009,Georgia
394,"Banks County, Georgia",13011,Georgia
395,"Barrow County, Georgia",13013,Georgia
396,"Bartow County, Georgia",13015,Georgia
397,"Ben Hill County, Georgia",13017,Georgia
398,"Berrien County, Georgia",13019,Georgia
399,"Bibb County, Georgia",13021,Georgia
400,"Bleckley County, Georgia",13023,Georgia
401,"Brantley County, Georgia",13025,Georgia
402,"Brooks County, Georgia",13027,Georgia
403,"Bryan County, Georgia",13029,Georgia
404,"Bulloch County, Georgia",13031,Georgia
405,"Burke County, Georgia",13033,Georgia
406,"Butts County, Georgia",13035,Georgia
407,"Calhoun County, Georgia",13037,Georgia
408,"Camden County, Georgia",13039,Georgia
409,"Candler County, Georgia",13043,Georgia
410,"Carroll County, Georgia",13045,Georgia
411,"Catoosa County, Georgia",13047,Georgia
412,"Charlton County, Georgia",13049,Georgia
413,"Chatham County, Georgia",13051,Georgia
414,"Chattahoochee County, Georgia",13053,Georgia
415,"Chattooga County, Georgia",13055,Georgia
416,"Cherokee County, Georgia",13057,Georgia
417,"Clarke County, Georgia",13059,Georgia
418,"Clay County, Georgia",13061,Georgia
419,"Clayton County, Georgia",13063,Georgia
420,"Clinch County, Georgia",13065,Georgia
421,"Cobb County, Georgia",13067,Georgia
422,"Coffee County, Georgia",13069,Georgia
423,"Colquitt County, Georgia",13071,Georgia
424,"Columbia County, Georgia",13073,Georgia
425,"Cook County, Georgia",13075,Georgia
426,"Coweta County, Georgia",13077,Georgia
427,"Crawford County, Georgia",13079,Georgia
428,"Crisp County, Georgia",13081,Georgia
429,"Dade County, Georgia",13083,Georgia
430,"Dawson County, Georgia",13085,Georgia
431,"Decatur County, Georgia",13087,Georgia
432,"DeKalb County, Georgia",13089,Georgia
433,"Dodge County, Georgia",13091,Georgia
434,"Dooly County, Georgia",13093,Georgia
435,"Dougherty County, Georgia",13095,Georgia
436,"Douglas County, Georgia",13097,Georgia
437,"Early County, Georgia",13099,Georgia
438,"Echols County, Georgia",13101,Georgia
439,"Effingham County, Georgia",13103,Georgia
440,"Elbert County, Georgia",13105,Georgia
441,"Emanuel County, Georgia",13107,Georgia
442,"Evans County, Georgia",13109,Georgia
443,"Fannin County, Georgia",13111,Georgia
444,"Fayette County, Georgia",13113,Georgia
445,"Floyd County, Georgia",13115,Georgia
446,"Forsyth County, Georgia",13117,Georgia
447,"Franklin County, Georgia",13119,Georgia
448,"Fulton County, Georgia",13121,Georgia
449,"Gilmer County, Georgia",13123,Georgia
450,"Glascock County, Georgia",13125,Georgia
451,"Glynn County, Georgia",13127,Georgia
452,"Gordon County, Georgia",13129,Georgia
453,"Grady County, Georgia",13131,Georgia
454,"Greene County, Georgia",13133,Georgia
455,"Gwinnett County, Georgia",13135,Georgia
456,"Habersham County, Georgia",13137,Georgia
457,"Hall County, Georgia",13139,Georgia
458,"Hancock County, Georgia",13141,Georgia
459,"Haralson County, Georgia",13143,Georgia
460,"Harris County, Georgia",13145,Georgia
461,"Hart County, Georgia",13147,Georgia
462,"Heard County, Georgia",13149,Georgia
463,"Henry County, Georgia",13151,Georgia
464,"Houston County, Georgia",13153,Georgia
465,"Irwin County, Georgia",13155,Georgia
466,"Jackson County, Georgia",13157,Georgia
467,"Jasper County, Georgia",13159,Georgia
468,"Jeff Davis County, Georgia",13161,Georgia
469,"Jefferson County, Georgia",13163,Georgia
470,"Jenkins County, Georgia",13165,Georgia
471,"Johnson County, Georgia",13167,Georgia
472,"Jones County, Georgia",13169,Georgia
473,"Lamar County, Georgia",13171,Georgia
474,"Lanier County, Georgia",13173,Georgia
475,"Laurens County, Georgia",13175,Georgia
476,"Lee County, Georgia",13177,Georgia
477,"Liberty County, Georgia",13179,Georgia
478,"Lincoln County, Georgia",13181,Georgia
479,"Long County, Georgia",13183,Georgia
480,"Lowndes County, Georgia",13185,Georgia
481,"Lumpkin County, Georgia",13187,Georgia
482,"McDuffie County, Georgia",13189,Georgia
483,"McIntosh County, Georgia",13191,Georgia
484,"Macon County, Georgia",13193,Georgia
485,"Madison County, Georgia",13195,Georgia
486,"Marion County, Georgia",13197,Georgia
487,"Meriwether County, Georgia",13199,Georgia
488,"Miller County, Georgia",13201,Georgia
489,"Mitchell County, Georgia",13205,Georgia
490,"Monroe County, Georgia",13207,Georgia
491,"Montgomery County, Georgia",13209,Georgia
492,"Morgan County, Georgia",13211,Georgia
493,"Murray County, Georgia",13213,Georgia
494,"Muscogee County, Georgia",13215,Georgia
495,"Newton County, Georgia",13217,Georgia
496,"Oconee County, Georgia",13219,Georgia
497,"Oglethorpe County, Georgia",13221,Georgia
498,"Paulding County, Georgia",13223,Georgia
499,"Peach County, Georgia",13225,Georgia
500,"Pickens County, Georgia",13227,Georgia
501,"Pierce County, Georgia",13229,Georgia
502,"Pike County, Georgia",13231,Georgia
503,"Polk County, Georgia",13233,Georgia
504,"Pulaski County, Georgia",13235,Georgia
505,"Putnam County, Georgia",13237,Georgia
506,"Quitman County, Georgia",13239,Georgia
507,"Rabun County, Georgia",13241,Georgia
508,"Randolph County, Georgia",13243,Georgia
509,"Richmond County, Georgia",13245,Georgia
510,"Rockdale County, Georgia",13247,Georgia
511,"Schley County, Georgia",13249,Georgia
512,"Screven County, Georgia",13251,Georgia
513,"Seminole County, Georgia",13253,Georgia
514,"Spalding County, Georgia",13255,Georgia
515,"Stephens County, Georgia",13257,Georgia
516,"Stewart County, Georgia",13259,Georgia
517,"Sumter County, Georgia",13261,Georgia
518,"Talbot County, Georgia",13263,Georgia
519,"Taliaferro County, Georgia",13265,Georgia
520,"Tattnall County, Georgia",13267,Georgia
521,"Taylor County, Georgia",13269,Georgia
522,"Telfair County, Georgia",13271,Georgia
523,"Terrell County, Georgia",13273,Georgia
524,"Thomas County, Georgia",13275,Georgia
525,"Tift County, Georgia",13277,Georgia
526,"Toombs County, Georgia",13279,Georgia
527,"Towns County, Georgia",13281,Georgia
528,"Treutlen County, Georgia",13283,Georgia
529,"Troup County, Georgia",13285,Georgia
530,"Turner County, Georgia",13287,Georgia
531,"Twiggs County, Georgia",13289,Georgia
532,"Union County, Georgia",13291,Georgia
533,"Upson County, Georgia",13293,Georgia
534,"Walker County, Georgia",13295,Georgia
535,"Walton County, Georgia",13297,Georgia
536,"Ware County, Georgia",13299,Georgia
537,"Warren County, Georgia",13301,Georgia
538,"Washington County, Georgia",13303,Georgia
539,"Wayne County, Georgia",13305,Georgia
540,"Webster County, Georgia",13307,Georgia
541,"Wheeler County, Georgia",13309,Georgia
542,"White County, Georgia",13311,Georgia
543,"Whitfield County, Georgia",13313,Georgia
544,"Wilcox County, Georgia",13315,Georgia
545,"Wilkes County, Georgia",13317,Georgia
546,"Wilkinson County, Georgia",13319,Georgia
547,"Worth County, Georgia",13321,Georgia
548,"Hawaii County, Hawaii",15001,Hawaii
549,"Honolulu County, Hawaii",15003,Hawaii
550,"Kalawao County, Hawaii",15005,Hawaii
551,"Kauai County, Hawaii",15007,Hawaii
552,"Maui County, Hawaii",15009,Hawaii
553,"Ada County, Idaho",16001,Idaho
554,"Adams County, Idaho",16003,Idaho
555,"Bannock County, Idaho",16005,Idaho
556,"Bear Lake County, Idaho",16007,Idaho
557,"Benewah County, Idaho",16009,Idaho
558,"Bingham County, Idaho",16011,Idaho
559,"Blaine County, Idaho",16013,Idaho
560,"Boise County, Idaho",16015,Idaho
561,"Bonner County, Idaho",16017,Idaho
562,"Bonneville County, Idaho",16019,Idaho
563,"Boundary County, Idaho",16021,Idaho
564,"Butte County, Idaho",16023,Idaho
565,"Camas County, Idaho",16025,Idaho
566,"Canyon County, Idaho",16027,Idaho
567,"Caribou County, Idaho",16029,Idaho
568,"Cassia County, Idaho",16031,Idaho
569,"Clark County, Idaho",16033,Idaho
570,"Clearwater County, Idaho",16035,Idaho
571,"Custer County, Idaho",16037,Idaho
572,"Elmore County, Idaho",16039,Idaho
573,"Franklin County, Idaho",16041,Idaho
574,"Fremont County, Idaho",16043,Idaho
575,"Gem County, Idaho",16045,Idaho
576,"Gooding County, Idaho",16047,Idaho
577,"Idaho County, Idaho",16049,Idaho
578,"Jefferson County, Idaho",16051,Idaho
579,"Jerome County, Idaho",16053,Idaho
580,"Kootenai County, Idaho",16055,Idaho
581,"Latah County, Idaho",16057,Idaho
582,"Lemhi County, Idaho",16059,Idaho
583,"Lewis County, Idaho",16061,Idaho
584,"Lincoln County, Idaho",16063,Idaho
585,"Madison County, Idaho",16065,Idaho
586,"Minidoka County, Idaho",16067,Idaho
587,"Nez Perce County, Idaho",16069,Idaho
588,"Oneida County, Idaho",16071,Idaho
589,"Owyhee County, Idaho",16073,Idaho
590,"Payette County, Idaho",16075,Idaho
591,"Power County, Idaho",16077,Idaho
592,"Shoshone County, Idaho",16079,Idaho
593,"Teton County, Idaho",16081,Idaho
594,"Twin Falls County, Idaho",16083,Idaho
595,"Valley County, Idaho",16085,Idaho
596,"Washington County, Idaho",16087,Idaho
597,"Adams County, Illinois",17001,Illinois
598,"Alexander County, Illinois",17003,Illinois
599,"Bond County, Illinois",17005,Illinois
600,"Boone County, Illinois",17007,Illinois
601,"Brown County, Illinois",17009,Illinois
602,"Bureau County, Illinois",17011,Illinois
603,"Calhoun County, Illinois",17013,Illinois
604,"Carroll County, Illinois",17015,Illinois
605,"Cass County, Illinois",17017,Illinois
606,"Champaign County, Illinois",17019,Illinois
607,"Christian County, Illinois",17021,Illinois
608,"Clark County, Illinois",17023,Illinois
609,"Clay County, Illinois",17025,Illinois
610,"Clinton County, Illinois",17027,Illinois
611,"Coles County, Illinois",17029,Illinois
612,"Cook County, Illinois",17031,Illinois
613,"Crawford County, Illinois",17033,Illinois
614,"Cumberland County, Illinois",17035,Illinois
615,"DeKalb County, Illinois",17037,Illinois
616,"De Witt County, Illinois",17039,Illinois
617,"Douglas County, Illinois",17041,Illinois
618,"DuPage County, Illinois",17043,Illinois
619,"Edgar County, Illinois",17045,Illinois
620,"Edwards County, Illinois",17047,Illinois
621,"Effingham County, Illinois",17049,Illinois
622,"Fayette County, Illinois",17051,Illinois
623,"Ford County, Illinois",17053,Illinois
624,"Franklin County, Illinois",17055,Illinois
625,"Fulton County, Illinois",17057,Illinois
626,"Gallatin County, Illinois",17059,Illinois
627,"Greene County, Illinois",17061,Illinois
628,"Grundy County, Illinois",17063,Illinois
629,"Hamilton County, Illinois",17065,Illinois
630,"Hancock County, Illinois",17067,Illinois
631,"Hardin County, Illinois",17069,Illinois
632,"Henderson County, Illinois",17071,Illinois
633,"Henry County, Illinois",17073,Illinois
634,"Iroquois County, Illinois",17075,Illinois
635,"Jackson County, Illinois",17077,Illinois
636,"Jasper County, Illinois",17079,Illinois
